mp_id,parliament_house,mp_name,state,constituency,elected_nominated,allocated_amount
MP_LS_1,Lok Sabha,Aashtikar Patil Nagesh Bapurao,Maharashtra,HINGOLI,,190289442.0
MP_LS_2,Lok Sabha,Abdul Rashid Sheikh,Jammu And Kashmir,BARAMULLAH,,154773472.11
MP_LS_3,Lok Sabha,Abhay Kumar Sinha,Bihar,AURANGABAD_BR,,147000000.0
MP_LS_4,Lok Sabha,Abhijit Gangopadhyay,West Bengal,TAMLUK,,147000000.0
MP_LS_5,Lok Sabha,Abu Taher Khan,West Bengal,MURSHIDABAD,,147000000.0
MP_LS_6,Lok Sabha,Adhikari Soumendu,West Bengal,KANTHI,,147000000.0
MP_LS_7,Lok Sabha,Aditya Yadav,Uttar Pradesh,BADAUN,,147000000.0
MP_LS_8,Lok Sabha,Adv Adoor Prakash,Kerala,ATTINGAL,,147000000.0
MP_LS_9,Lok Sabha,Adv Dean Kuriakose,Kerala,IDUKKI,,147000000.0
MP_LS_10,Lok Sabha,Adv Gowaal Kagada Padavi,Maharashtra,NANDURBAR(ST),,147816309.11
MP_LS_11,Lok Sabha,Adv K Francis George,Kerala,KOTTAYAM,,188722256.11
MP_LS_12,Lok Sabha,Afzal Ansari,Uttar Pradesh,GHAZIPUR,,220500000.0
MP_LS_13,Lok Sabha,Aga Syed Ruhullah Mehdi,Jammu And Kashmir,SRINAGAR,,147000000.0
MP_LS_14,Lok Sabha,Ajay Bhatt,Uttarakhand,NAINITAL UDHAM SINGH NAG.,,147000000.0
MP_LS_15,Lok Sabha,Ajay Kumar Mandal,Bihar,BHAGALPUR,,147000000.0
MP_LS_16,Lok Sabha,Ajay Tamta,Uttarakhand,ALMORA(SC),,147000000.0
MP_LS_17,Lok Sabha,Ajendra Singh Lodhi,Uttar Pradesh,HAMIRPUR_UP,,147000000.0
MP_LS_18,Lok Sabha,Akhilesh Yadav,Uttar Pradesh,KANNAUJ,,147000000.0
MP_LS_19,Lok Sabha,Akshaya Yadav,Uttar Pradesh,FIROZABAD,,147000000.0
MP_LS_20,Lok Sabha,Alfred Kanngam S Arthur,Manipur,OUTER MANIPUR(ST),,147000000.0
MP_LS_21,Lok Sabha,Alok Kumar Suman,Bihar,GOPALGANJ (SC),,147000000.0
MP_LS_22,Lok Sabha,Alok Sharma,Madhya Pradesh,BHOPAL,,147000000.0
MP_LS_23,Lok Sabha,Amar Sharadrao Kale,Maharashtra,WARDHA,,147000000.0
MP_LS_24,Lok Sabha,Amarsing Tisso,Assam,Diphu (ST),,147000000.0
MP_LS_25,Lok Sabha,Ambica G Lakshminarayana Valmiki,Andhra Pradesh,ANANTAPUR,,201899064.11
MP_LS_26,Lok Sabha,Amol Ramsing Kolhe,Maharashtra,SHIRUR,,147000000.0
MP_LS_27,Lok Sabha,Amraram,Rajasthan,SIKAR,,165691544.11
MP_LS_28,Lok Sabha,Amrinder Singh Raja Warring,Punjab,LUDHIANA,,147000000.0
MP_LS_29,Lok Sabha,Anand Bhadauriya,Uttar Pradesh,DHAURAHRA,,147000000.0
MP_LS_30,Lok Sabha,Anand Kumar,Uttar Pradesh,BAHRAICH(SC),,147000000.0
MP_LS_31,Lok Sabha,Ananta Nayak,Odisha,KEONJHAR(ST),,147000000.0
MP_LS_32,Lok Sabha,Andimuthu Raja,Tamil Nadu,NILGIRIS(SC),,147000000.0
MP_LS_33,Lok Sabha,Andrew J. Syngkon,Meghalaya,SHILLONG,,98000000.0
MP_LS_34,Lok Sabha,Angomcha Bimol Akoijam,Manipur,INNER MANIPUR,,147000000.0
MP_LS_35,Lok Sabha,Anil Baluni,Uttarakhand,GARHWAL,,147000000.0
MP_LS_36,Lok Sabha,Anil Yeshwant Desai,Maharashtra,MUMBAI SOUTH CENTRAL,,147000000.0
MP_LS_37,Lok Sabha,Anita Nagarsingh Chouhan,Madhya Pradesh,RATLAM(ST),,147000000.0
MP_LS_38,Lok Sabha,Anita Subhadarshini,Odisha,ASKA,,147000000.0
MP_LS_39,Lok Sabha,Annpurna Devi,Jharkhand,KODARMA,,166665931.8
MP_LS_40,Lok Sabha,Anoop Pradhan Balmiki,Uttar Pradesh,HATHRAS (SC),,147000000.0
MP_LS_41,Lok Sabha,Anto Antony,Kerala,PATHANAMTHITTA,,147000000.0
MP_LS_42,Lok Sabha,Anup Sanjay Dhotre,Maharashtra,AKOLA,,147000000.0
MP_LS_43,Lok Sabha,Anurag Sharma,Uttar Pradesh,JHANSI,,147000000.0
MP_LS_44,Lok Sabha,Anurag Singh Thakur,Himachal Pradesh,HAMIRPUR_HP,,149570117.11
MP_LS_45,Lok Sabha,Appalanaidu Kalisetti,Andhra Pradesh,VIZIANAGARAM,,147000000.0
MP_LS_46,Lok Sabha,Arun Bharti,Bihar,JAMUI(SC),,194924621.11
MP_LS_47,Lok Sabha,Arun Govil,Uttar Pradesh,MEERUT,,147000000.0
MP_LS_48,Lok Sabha,Arun Nehru,Tamil Nadu,PERAMBALUR,,147000000.0
MP_LS_49,Lok Sabha,Aruna. D. K,Telangana,MAHABUBNAGAR,,147000000.0
MP_LS_50,Lok Sabha,Arup Chakraborty,West Bengal,BANKURA,,147000000.0
MP_LS_51,Lok Sabha,Arvind Dharmapuri,Telangana,NIZAMABAD,,281396355.11
MP_LS_52,Lok Sabha,Arvind Ganpat Sawant,Maharashtra,MUMBAI SOUTH,,147000000.0
MP_LS_53,Lok Sabha,Asaduddin Owaisi,Telangana,HYDERABAD,,147000000.0
MP_LS_54,Lok Sabha,Ashish Dubey,Madhya Pradesh,JABALPUR,,147000000.0
MP_LS_55,Lok Sabha,Ashok Kumar Rawat,Uttar Pradesh,MISRIKH(SC),,147000000.0
MP_LS_56,Lok Sabha,Ashok Kumar Yadav,Bihar,MADHUBANI,,147000000.0
MP_LS_57,Lok Sabha,Asit Kumar Mal,West Bengal,BOLPUR(SC),,275694456.74
MP_LS_58,Lok Sabha,Atul Garg,Uttar Pradesh,GHAZIABAD,,155336470.0
MP_LS_59,Lok Sabha,Avimanyu Sethi,Odisha,BHADRAK(SC),,147000000.0
MP_LS_60,Lok Sabha,Awadhesh Prasad,Uttar Pradesh,FAIZABAD,,147000000.0
MP_LS_61,Lok Sabha,Azad Kirti Jha,West Bengal,BARDHAMAN-DURGAPUR,,179658399.98
MP_LS_62,Lok Sabha,B K Parthasarathi,Andhra Pradesh,HINDUPUR,,160491894.11
MP_LS_63,Lok Sabha,Babu Singh Kushwaha,Uttar Pradesh,JAUNPUR,,147000000.0
MP_LS_64,Lok Sabha,Bachhav Shobha Dinesh,Maharashtra,DHULE,,147000000.0
MP_LS_65,Lok Sabha,Bag Mitali,West Bengal,ARAMBAG(SC),,147000000.0
MP_LS_66,Lok Sabha,Baijayant Panda,Odisha,KENDRAPARA,,147000000.0
MP_LS_67,Lok Sabha,Bajrang Manohar Sonwane,Maharashtra,BEED,,165899107.19
MP_LS_68,Lok Sabha,Balabhadra Majhi,Odisha,NABARANGPUR(ST),,147413962.11
MP_LS_69,Lok Sabha,Balashowry Vallabbhaneni,Andhra Pradesh,MACHILIPATNAM,,147000000.0
MP_LS_70,Lok Sabha,Balram Naik Porika,Telangana,MAHABUBABAD,,147000000.0
MP_LS_71,Lok Sabha,Balwant Baswant Wankhade,Maharashtra,AMRAVATI(SC),,198293678.0
MP_LS_72,Lok Sabha,Balya Mama Suresh Gopinath Mhatre,Maharashtra,BHIWANDI,,147000000.0
MP_LS_73,Lok Sabha,Bansuri Swaraj,Delhi,NEW DELHI,,154306950.0
MP_LS_74,Lok Sabha,Bapi Haldar,West Bengal,MATHURAPUR(SC),,147000000.0
MP_LS_75,Lok Sabha,Basavaraj Bommai,Karnataka,HAVERI,,147000000.0
MP_LS_76,Lok Sabha,Bastipati Nagaraju Panchalingala,Andhra Pradesh,KURNOOL,,159998515.11
MP_LS_77,Lok Sabha,Bhagirath Chaudhary,Rajasthan,AJMER,,147000000.0
MP_LS_78,Lok Sabha,Bhajan Lal Jatav,Rajasthan,KARAULI-DHOLPUR(SC),,147000000.0
MP_LS_79,Lok Sabha,Bharat Singh Kushwah,Madhya Pradesh,GWALIOR,,151455276.04
MP_LS_80,Lok Sabha,Bharatbhai Manubhai Sutariya,Gujarat,AMRELI,,147000000.0
MP_LS_81,Lok Sabha,Bharatsinhji Shankarji Dabhi,Gujarat,PATAN,,147000000.0
MP_LS_82,Lok Sabha,Bharti Pardhi,Madhya Pradesh,BALAGHAT,,154398389.01
MP_LS_83,Lok Sabha,Bhaskar Murlidhar Bhagare,Maharashtra,DINDORI(ST),,147000000.0
MP_LS_84,Lok Sabha,Bhausaheb Rajaram Wakchaure,Maharashtra,SHIRDI(SC),,147000000.0
MP_LS_85,Lok Sabha,Bhojraj Nag,Chhattisgarh,KANKER(ST),,164672734.11
MP_LS_86,Lok Sabha,Bhola Singh,Uttar Pradesh,BULANDSHAHR(SC),,147000000.0
MP_LS_87,Lok Sabha,Bhumare Sandipanrao Asaram,Maharashtra,AURANGABAD_MH,,147000000.0
MP_LS_88,Lok Sabha,Bhupathiraju Srinivasa Varma,Andhra Pradesh,NARASAPURAM,,147000000.0
MP_LS_89,Lok Sabha,Bhupender Yadav,Rajasthan,ALWAR,,147000000.0
MP_LS_90,Lok Sabha,Bibhu Prasad Tarai,Odisha,JAGATSINGHPUR(SC),,147000000.0
MP_LS_91,Lok Sabha,Bidyut Baran Mahato,Jharkhand,JAMSHEDPUR,,147000000.0
MP_LS_92,Lok Sabha,Bijuli Kalita Medhi,Assam,GUWAHATI,,147000000.0
MP_LS_93,Lok Sabha,Biplab Kumar Deb,Tripura,TRIPURA WEST,,147000000.0
MP_LS_94,Lok Sabha,Bishnu Pada Ray,Andaman And Nicobar Islands,ANDAMAN AND NICOBAR ISLANDS,,147000000.0
MP_LS_95,Lok Sabha,Brijendra Singh Ola,Rajasthan,JHUNJHUNU,,147000000.0
MP_LS_96,Lok Sabha,Brijmohan Agrawal,Chhattisgarh,RAIPUR,,153766451.11
MP_LS_97,Lok Sabha,Bunty Vivek Sahu,Madhya Pradesh,CHHINDWARA,,147000000.0
MP_LS_98,Lok Sabha,C R Patil,Gujarat,NAVSARI,,158532494.36
MP_LS_99,Lok Sabha,C.M.Ramesh,Andhra Pradesh,ANAKAPALLE,,202531656.11
MP_LS_100,Lok Sabha,Captain Brijesh Chowta,Karnataka,DAKSHINA KANNADA,,147000000.0
MP_LS_101,Lok Sabha,Captain Viriato Fernandes,Goa,SOUTH GOA,,147000000.0
MP_LS_102,Lok Sabha,Chamala Kiran Kumar Reddy,Telangana,BHONGIR,,147000000.0
MP_LS_103,Lok Sabha,Chandan Chauhan,Uttar Pradesh,BIJNOR,,147000000.0
MP_LS_104,Lok Sabha,Chandra Prakash Joshi,Rajasthan,CHITTORGARH,,147000000.0
MP_LS_105,Lok Sabha,Chandra Shekhar,Uttar Pradesh,NAGINA(SC),,147000000.0
MP_LS_106,Lok Sabha,Chandubhai Chhaganbhai Shihora,Gujarat,SURENDRANAGAR,,147000000.0
MP_LS_107,Lok Sabha,Charanjit Singh Channi,Punjab,JALANDHAR(SC),,147000000.0
MP_LS_108,Lok Sabha,Chavan Vasantrao Balwantrao,Maharashtra,NANDED,,
MP_LS_109,Lok Sabha,Chhatra Pal Singh Gangwar,Uttar Pradesh,BAREILLY,,147000000.0
MP_LS_110,Lok Sabha,Chhatrapati Shahu Shahaji,Maharashtra,KOLHAPUR,,147000000.0
MP_LS_111,Lok Sabha,Chhotelal,Uttar Pradesh,ROBERTSGANJ(SC),,147000000.0
MP_LS_112,Lok Sabha,Chintamani Maharaj,Chhattisgarh,SARGUJA(ST),,147000000.0
MP_LS_113,Lok Sabha,Chirag Paswan,Bihar,HAJIPUR(SC),,147000000.0
MP_LS_114,Lok Sabha,Cn Annadurai,Tamil Nadu,TIRUVANNAMALAI,,148579509.11
MP_LS_115,Lok Sabha,D M Kathir Anand,Tamil Nadu,VELLORE,,160196941.11
MP_LS_116,Lok Sabha,D Ravikumar,Tamil Nadu,VILUPPURAM(SC),,197598306.11
MP_LS_117,Lok Sabha,Daggubati Purandeshwari,Andhra Pradesh,RAJAHMUNDRY,,147000000.0
MP_LS_118,Lok Sabha,Daggumalla Prasada Rao,Andhra Pradesh,CHITTOOR,,147000000.0
MP_LS_119,Lok Sabha,Damodar Agarwal,Rajasthan,BHILWARA,,147000000.0
MP_LS_120,Lok Sabha,Daroga Prasad Saroj,Uttar Pradesh,LALGANJ (SC),,147000000.0
MP_LS_121,Lok Sabha,Darshan Singh Choudhary,Madhya Pradesh,HOSHANGABAD,,147000000.0
MP_LS_122,Lok Sabha,Deepender Singh Hooda,Haryana,ROHTAK,,147000000.0
MP_LS_123,Lok Sabha,Devendra Alias Bhole Singh,Uttar Pradesh,AKBARPUR,,147000000.0
MP_LS_124,Lok Sabha,Devesh Chandra Thakur,Bihar,SITAMARHI,,163809205.11
MP_LS_125,Lok Sabha,Devesh Shakya,Uttar Pradesh,ETAH,,147000000.0
MP_LS_126,Lok Sabha,Devusinh Jesingbhai Chauhan,Gujarat,KHEDA,,147000000.0
MP_LS_127,Lok Sabha,Dhairyasheel Sambhajirao Mane,Maharashtra,HATKANANGLE,,147000000.0
MP_LS_128,Lok Sabha,Dhanorkar Pratibha Suresh Alias Balubhau,Maharashtra,CHANDRAPUR,,147000000.0
MP_LS_129,Lok Sabha,Dharmendra Pradhan,Odisha,SAMBALPUR,,147000000.0
MP_LS_130,Lok Sabha,Dharmendra Yadav,Uttar Pradesh,AZAMGARH,,147000000.0
MP_LS_131,Lok Sabha,Dhaval Laxmanbhai Patel,Gujarat,VALSAD(ST),,147000000.0
MP_LS_132,Lok Sabha,Dileshwar Kamait,Bihar,SUPAUL,,150450930.89
MP_LS_133,Lok Sabha,Dilip Saikia,Assam,Darrang-Udalguri,,147000000.0
MP_LS_134,Lok Sabha,Dinesh Chandra Yadav,Bihar,MADHEPURA,,150070866.11
MP_LS_135,Lok Sabha,Dineshbhai Makwana,Gujarat,AHMEDABAD WEST(SC),,160434965.11
MP_LS_136,Lok Sabha,Byreddy Shabari,Andhra Pradesh,NANDYAL,,150675889.11
MP_LS_137,Lok Sabha,C N Manjunath,Karnataka,BANGALORE RURAL,,147000000.0
MP_LS_138,Lok Sabha,Chandra Sekhar Pemmasani,Andhra Pradesh,GUNTUR,,159774113.11
MP_LS_139,Lok Sabha,Dharamvira Gandhi,Punjab,PATIALA,,147000000.0
MP_LS_140,Lok Sabha,Jayanta Kumar Roy,West Bengal,JALPAIGURI(SC),,147000000.0
MP_LS_141,Lok Sabha,Kalge Shivaji Bandappa,Maharashtra,LATUR(SC),,147000000.0
MP_LS_142,Lok Sabha,Mohammad Jawed,Bihar,KISHANGANJ,,148669229.11
MP_LS_143,Lok Sabha,Rajkumar Sangwan,Uttar Pradesh,BAGHPAT,,147000000.0
MP_LS_144,Lok Sabha,Rani Sri Kumar,Tamil Nadu,TENKASI(SC),,153060922.82
MP_LS_145,Lok Sabha,Shashi Tharoor,Kerala,THIRUVANANTHAPURAM,,147000000.0
MP_LS_146,Lok Sabha,Sukanta Majumdar,West Bengal,BALURGHAT,,157085364.9
MP_LS_147,Lok Sabha,Hemang Joshi,Gujarat,VADODARA,,147000000.0
MP_LS_148,Lok Sabha,Hemant Vishnu Savara,Maharashtra,PALGHAR(ST),,147000000.0
MP_LS_149,Lok Sabha,Kirsan Namdeo,Maharashtra,GADCHIROLI-CHIMUR(ST),,147000000.0
MP_LS_150,Lok Sabha,Lata Wankhede,Madhya Pradesh,SAGAR,,147000000.0
MP_LS_151,Lok Sabha,M.P Abdussamad Samadani,Kerala,PONNANI,,170434031.11
MP_LS_152,Lok Sabha,Mansukh Mandaviya,Gujarat,PORBANDAR,,147000000.0
MP_LS_153,Lok Sabha,Prabha Mallikarjun,Karnataka,DAVANAGERE,,147000000.0
MP_LS_154,Lok Sabha,Pradeep Kumar Panigrahy,Odisha,BERHAMPUR,,147000000.0
MP_LS_155,Lok Sabha,Prashant Yadaorao Padole,Maharashtra,BHANDARA-GONDIYA,,159680283.39
MP_LS_156,Lok Sabha,Raj Kumar Chabbewal,Punjab,HOSHIARPUR(SC),,147000000.0
MP_LS_157,Lok Sabha,Rajesh Mishra,Madhya Pradesh,SIDHI,,262724510.35
MP_LS_158,Lok Sabha,S P Singh,Uttar Pradesh,PRATAPGARH,,147000000.0
MP_LS_159,Lok Sabha,Sharmila Sarkar,West Bengal,BARDHAMAN PURBA(SC),,147000000.0
MP_LS_160,Lok Sabha,Dr.K.Sudhakar,Karnataka,CHIKBALLAPUR,,147000000.0
MP_LS_161,Lok Sabha,Dr.Mallu Ravi,Telangana,NAGARKURNOOL(SC),,147000000.0
MP_LS_162,Lok Sabha,Dulu Mahato,Jharkhand,DHANBAD,,147000000.0
MP_LS_163,Lok Sabha,Durai Vaiko,Tamil Nadu,TIRUCHIRAPPALLI,,147000000.0
MP_LS_164,Lok Sabha,Durga Das Uikey,Madhya Pradesh,BETUL(ST),,151569502.91
MP_LS_165,Lok Sabha,Dushyant Singh,Rajasthan,JHALAWAR-BARAN,,147000000.0
MP_LS_166,Lok Sabha,E. Tukaram,Karnataka,BELLARY(ST),,147000000.0
MP_LS_167,Lok Sabha,E.T. Mohammed Basheer,Kerala,MALAPPURAM,,163895872.11
MP_LS_168,Lok Sabha,Eatala Rajender,Telangana,MALKAJGIRI,,327477390.86
MP_LS_169,Lok Sabha,Eswarasamy K,Tamil Nadu,POLLACHI,,162315106.11
MP_LS_170,Lok Sabha,Faggan Singh Kulaste,Madhya Pradesh,MANDLA(ST),,151861648.41
MP_LS_171,Lok Sabha,G. Kumar Naik,Karnataka,RAICHUR(ST),,147000000.0
MP_LS_172,Lok Sabha,Gaikwad Varsha Eknath,Maharashtra,MUMBAI NORTH-CENTRAL,,147000000.0
MP_LS_173,Lok Sabha,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),,147000000.0
MP_LS_174,Lok Sabha,Gajendra Singh Shekhawat,Rajasthan,JODHPUR,,147000000.0
MP_LS_175,Lok Sabha,Ganapathy Rajkumar P,Tamil Nadu,COIMBATORE,,147370490.11
MP_LS_176,Lok Sabha,Ganesan Selvam,Tamil Nadu,KANCHEEPURAM(SC),,186508749.11
MP_LS_177,Lok Sabha,Ganesh Singh,Madhya Pradesh,SATNA,,147000000.0
MP_LS_178,Lok Sabha,Gaurav Gogoi,Assam,JORHAT,,147000000.0
MP_LS_179,Lok Sabha,Geniben Nagaji Thakor,Gujarat,BANASKANTHA,,147000000.0
MP_LS_180,Lok Sabha,Giridhari Yadav,Bihar,BANKA,,147000000.0
MP_LS_181,Lok Sabha,Giriraj Singh,Bihar,BEGUSARAI,,147000000.0
MP_LS_182,Lok Sabha,Gm Harish Balayogi,Andhra Pradesh,AMALAPURAM(SC),,147000000.0
MP_LS_183,Lok Sabha,Godam Nagesh,Telangana,ADILABAD(ST),,147000000.0
MP_LS_184,Lok Sabha,Gopinath K,Tamil Nadu,KRISHNAGIRI,,147000000.0
MP_LS_185,Lok Sabha,Govind Makthappa Karjol,Karnataka,CHITRADURGA(SC),,147000000.0
MP_LS_186,Lok Sabha,Gumma Thanuja Rani,Andhra Pradesh,ARAKU(ST),,149458905.11
MP_LS_187,Lok Sabha,Gurmeet Singh Meet Hayer,Punjab,SANGRUR,,147000000.0
MP_LS_188,Lok Sabha,Gyaneshwar Patil,Madhya Pradesh,KHANDWA,,155690684.77
MP_LS_189,Lok Sabha,H.D. Kumaraswamy,Karnataka,MANDYA,,147000000.0
MP_LS_190,Lok Sabha,Harendra Singh Malik,Uttar Pradesh,MUZAFFARNAGAR,,147000000.0
MP_LS_191,Lok Sabha,Haribhai Patel,Gujarat,MAHESANA,,147000000.0
MP_LS_192,Lok Sabha,Harish Chandra Meena,Rajasthan,TONK-SAWAI MADHOPUR,,147000000.0
MP_LS_193,Lok Sabha,Harsh Malhotra,Delhi,EAST DELHI,,147134131.0
MP_LS_194,Lok Sabha,Hasmukh Bhai Soma Bhai Patel,Gujarat,AHMEDABAD EAST,,147000000.0
MP_LS_195,Lok Sabha,Imran Masood,Uttar Pradesh,SAHARANPUR,,147000000.0
MP_LS_196,Lok Sabha,Indra Hang Subba,Sikkim,SIKKIM,,152003923.11
MP_LS_197,Lok Sabha,Iqra Choudhary,Uttar Pradesh,KAIRANA,,147000000.0
MP_LS_198,Lok Sabha,Isha Khan Choudhury,West Bengal,MALDAHA DAKSHIN,,147000000.0
MP_LS_199,Lok Sabha,Jagadish Chandra Barma Basunia,West Bengal,COOCHBEHAR(SC),,168604641.11
MP_LS_200,Lok Sabha,Jagadish Shettar,Karnataka,BELGAUM,,147000000.0
MP_LS_201,Lok Sabha,Jagannath Sarkar,West Bengal,RANAGHAT(SC),,147000000.0
MP_LS_202,Lok Sabha,Jagdambika Pal,Uttar Pradesh,DOMARIYAGANJ,,160643957.11
MP_LS_203,Lok Sabha,Jai Parkash,Haryana,HISAR,,147000000.0
MP_LS_204,Lok Sabha,Jai Prakash,Uttar Pradesh,HARDOI (SC),,147000000.0
MP_LS_205,Lok Sabha,Janardan Mishra,Madhya Pradesh,REWA,,147000000.0
MP_LS_206,Lok Sabha,Jashubhai Bhilubhai Rathva,Gujarat,CHHOTA UDAIPUR(ST),,147000000.0
MP_LS_207,Lok Sabha,Jaswantsinh Sumanbhai Bhabhor,Gujarat,DAHOD(ST),,147000000.0
MP_LS_208,Lok Sabha,Jitan Ram Manjhi,Bihar,GAYA (SC),,147000000.0
MP_LS_209,Lok Sabha,Jitendra Kumar Dohare,Uttar Pradesh,ETAWAH(SC),,188747306.26
MP_LS_210,Lok Sabha,Jitendra Singh,Jammu And Kashmir,UDHAMPUR,,147000000.0
MP_LS_211,Lok Sabha,Jitin Prasada,Uttar Pradesh,PILIBHIT,,147000000.0
MP_LS_212,Lok Sabha,Joba Majhi,Jharkhand,SINGHBHUM(ST),,147000000.0
MP_LS_213,Lok Sabha,Joyanta Basumatary,Assam,KOKRAJHAR (ST),,147000000.0
MP_LS_214,Lok Sabha,June Maliah,West Bengal,MEDINIPUR,,147000000.0
MP_LS_215,Lok Sabha,Jyotiraditya M. Scindia,Madhya Pradesh,GUNA,,147000000.0
MP_LS_216,Lok Sabha,Jyotsna Charandas Mahant,Chhattisgarh,KORBA,,155153738.11
MP_LS_217,Lok Sabha,K E Prakash,Tamil Nadu,ERODE,,147000000.0
MP_LS_218,Lok Sabha,K Radhakrishnan,Kerala,ALATHUR(SC),,147000000.0
MP_LS_219,Lok Sabha,K Subbarayan,Tamil Nadu,TIRUPPUR,,147000000.0
MP_LS_220,Lok Sabha,K. C Venugopal,Kerala,ALAPPUZHA,,147000000.0
MP_LS_221,Lok Sabha,K. Rajashekar Basavaraj Hitnal,Karnataka,KOPPAL,,147000000.0
MP_LS_222,Lok Sabha,Kadiyam Kavya,Telangana,WARANGEL(SC),,147000000.0
MP_LS_223,Lok Sabha,Kakoli Ghosh Dastidar,West Bengal,BARASAT,,147000000.0
MP_LS_224,Lok Sabha,Kalaben Mohanbhai Delkar,The Dadra And Nagar Haveli And Daman And Diu,DADRA & NAGAR HAVELI (ST),,147000000.0
MP_LS_225,Lok Sabha,Kalanidhi Veeraswamy,Tamil Nadu,CHENNAI NORTH,,171500000.0
MP_LS_226,Lok Sabha,Kali Charan Munda,Jharkhand,KHUNTI(ST),,147000000.0
MP_LS_227,Lok Sabha,Kali Charan Singh,Jharkhand,CHATRA,,147000000.0
MP_LS_228,Lok Sabha,Kalipada Saren,West Bengal,JHARGRAM(ST),,147000000.0
MP_LS_229,Lok Sabha,Kalyan Banerjee,West Bengal,SREERAMPUR,,147000000.0
MP_LS_230,Lok Sabha,Kalyan Vaijinathrao Kale,Maharashtra,JALNA,,147000000.0
MP_LS_231,Lok Sabha,Kamakhya Prasad Tasa,Assam,Kaziranga,,147000000.0
MP_LS_232,Lok Sabha,Kamaljeet Sehrawat,Delhi,WEST DELHI,,147000000.0
MP_LS_233,Lok Sabha,Kamlesh Jangde,Chhattisgarh,JANJGIR CHAMPA(SC),,150384382.11
MP_LS_234,Lok Sabha,Kamlesh Paswan,Uttar Pradesh,BANSGAON(SC),,147000000.0
MP_LS_235,Lok Sabha,Kangana Ranaut,Himachal Pradesh,MANDI,,147000000.0
MP_LS_236,Lok Sabha,Kani K Navas,Tamil Nadu,RAMANATHAPURAM,,147000000.0
MP_LS_237,Lok Sabha,Kanimozhi Karunanidhi,Tamil Nadu,THOOTHUKKUDI,,147000000.0
MP_LS_238,Lok Sabha,Kanwar Singh Tanwar,Uttar Pradesh,AMROHA,,147000000.0
MP_LS_239,Lok Sabha,Karan Bhushan Singh,Uttar Pradesh,KAISERGANJ,,147000000.0
MP_LS_240,Lok Sabha,Kartick Chandra Paul,West Bengal,RAIGANJ,,202677986.56
MP_LS_241,Lok Sabha,Kaushalendra Kumar,Bihar,NALANDA,,147000000.0
MP_LS_242,Lok Sabha,Khagen Murmu,West Bengal,MALDAHA UTTAR,,147000000.0
MP_LS_243,Lok Sabha,Khalilur Rahaman,West Bengal,JANGIPUR,,147000000.0
MP_LS_244,Lok Sabha,Kinjarapu Ram Mohan Naidu,Andhra Pradesh,SRIKAKULAM,,171200630.11
MP_LS_245,Lok Sabha,Kiren Rijiju,Arunachal Pradesh,ARUNACHAL WEST,,147000000.0
MP_LS_246,Lok Sabha,Kirti Vardhan Singh,Uttar Pradesh,GONDA,,147000000.0
MP_LS_247,Lok Sabha,Kishan Reddy Gangapuram,Telangana,SECUNDERABAD,,147000000.0
MP_LS_248,Lok Sabha,Kishori Lal,Uttar Pradesh,AMETHI,,171500000.0
MP_LS_249,Lok Sabha,Konda Vishweshwar Reddy,Telangana,CHELVELLA,,233721420.96
MP_LS_250,Lok Sabha,Kota Srinivas Poojary,Karnataka,UDUPI CHIKMAGALUR,,147000000.0
MP_LS_251,Lok Sabha,Kripanath Mallah,Assam,KARIMGANJ (SC),,147000000.0
MP_LS_252,Lok Sabha,Krishan Pal Gurjar,Haryana,FARIDABAD,,147000000.0
MP_LS_253,Lok Sabha,Krishna Devi Shivshanker Patel,Uttar Pradesh,BANDA,,147000000.0
MP_LS_254,Lok Sabha,Krishna Prasad Tenneti,Andhra Pradesh,BAPATLA,,167796849.11
MP_LS_255,Lok Sabha,Kriti Devi Debbarman,Tripura,TRIPURA EAST(ST),,147000000.0
MP_LS_256,Lok Sabha,Kuldeep Indora,Rajasthan,GANGANAGAR(SC),,147000000.0
MP_LS_257,Lok Sabha,Kunduru Raghuveer,Telangana,NALGONDA,,162952022.0
MP_LS_258,Lok Sabha,Lalji Verma,Uttar Pradesh,AMBEDKAR NAGAR,,147000000.0
MP_LS_259,Lok Sabha,Lavu Sri Krishna Devarayalu,Andhra Pradesh,NARASARAOPET,,174009663.11
MP_LS_260,Lok Sabha,Laxmikant Pappu Nishad,Uttar Pradesh,SANT KABIR NAGAR,,147000000.0
MP_LS_261,Lok Sabha,Lovely Anand,Bihar,SHEOHAR,,147000000.0
MP_LS_262,Lok Sabha,Lumbaram,Rajasthan,JALORE,,147000000.0
MP_LS_263,Lok Sabha,M. Mallesh Babu,Karnataka,KOLAR(SC),,147065957.11
MP_LS_264,Lok Sabha,M.K. Vishnuprasad,Tamil Nadu,CUDDALORE,,147000000.0
MP_LS_265,Lok Sabha,Maddila Gurumoorthy,Andhra Pradesh,TIRUPATI(SC),,180399007.0
MP_LS_266,Lok Sabha,Madhavaneni Raghunandan Rao,Telangana,MEDAK,,147000000.0
MP_LS_267,Lok Sabha,Magunta Sreenivasulu Reddy,Andhra Pradesh,ONGOLE,,147000000.0
MP_LS_268,Lok Sabha,Mahendra Singh Solanky,Madhya Pradesh,DEWAS(SC),,147000000.0
MP_LS_269,Lok Sabha,Mahesh Kashyap,Chhattisgarh,BASTAR(ST),,147000000.0
